Record Id,Note Owner.id,Note Title,Note Content,Parent.id,Parent Id.Module,Created By.id,Modified By.id,Created Time,Modified Time,Record Status,Associated_Id
zcrm_5861855000005821016,zcrm_5861855000000432001,,COMPLETED AND UPLOADED.,zcrm_5861855000005833025,CustomModule17,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-01-18 18:22:47,2024-01-18 18:22:47,Available,
zcrm_5861855000005821033,zcrm_5861855000000432001,,"DEPENDANTS, ANY CHANGES TO MARRIAGE, STOCKS, RENTAL PROPERTIES OTHER INCOME, OTHER DEDUCTIONS LIKE TUITION.",zcrm_5861855000005833025,CustomModule17,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-01-18 18:29:22,2024-01-18 18:29:22,Available,
zcrm_5861855000005845002,zcrm_5861855000000432001,,"Cronología de Eventos para el Estado de la Placa de Santana Services LLC
23/07/2023 (Domingo): Visita inicial a nuestra oficina.
24/07/2023 (Lunes): BMV cerrado.
25/07/2023 - 26/07/2023 (Martes y Miércoles): Centro comercial cerrado.
27/07/2023 (Jueves): El paquete fue entregado a la agencia.
28/07/2023 - 31/07/2023: Cotización y provisión de seguro.
02/08/2023 (Miércoles): Las placas fueron entregadas al BMV para su registro.
11/08/2023: Seguimiento con la agencia; aún en proceso en el BMV.
12/08/2023: Notificación de la agencia sobre posible recepción la próxima semana.
Hasta la fecha (16/08/2023): Han pasado 20 días hábiles desde la entrega al BMV. El tiempo máximo de procesamiento es de 45 días hábiles.
El BMV emite las inscripciones el 19/09/2023 según la fecha indicada en la inscripción, listando una dirección diferente a la que presentamos a ellos.
Otra nota es que su Carta de EIN que nos presentó tenía la otra dirección, cuando revisamos sus registros con el estado todavía tienen la dirección, lo que me hace pensar que no la han actualizado con el estado y esta es la razón por la que creo que el estado, al haber una discrepancia, predeterminó su dirección oficial de negocios para la cuenta.

Además, queremos señalar que la demora y las incongruencias en el procesamiento de su solicitud por parte del BMV han sido disruptivas e injustas.

Tenga en cuenta que el monto pagado incluye nuestro tiempo para preparar los documentos, entregarlos, obtener su seguro y recoger las placas por $220.00. Los seguros y las tarifas del BMV fueron cargos separados.

Entendemos que puede haber otras agencias que ahora puedan procesarlas más rápidamente. Sin embargo, este tiempo de procesamiento es normal, ya que algunas agencias pueden tardar más que otras debido al volumen de solicitudes que manejan.

No tenemos control sobre el tiempo de procesamiento del BMV, y como nos ha informado el BMV, no podemos llamar si no han pasado 45 días.

Queremos ayudarle en todo lo que podamos y entendemos su situación. Si lo prefiere, podemos proporcionarle actualizaciones diarias sobre el estado de su solicitud.

No dude en comunicarse si tiene alguna pregunta adicional o necesita más ayuda.

Saludos cordiales,
Servicios Rice-Velasquez",zcrm_5861855000000657001,Accounts,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-01-18 22:40:11,2024-01-18 22:40:11,Available,
zcrm_5861855000005970001,zcrm_5861855000000432001,Start tax process,Has schedule C and w2s. Total of 5 forms.,zcrm_5861855000001232001,Contacts,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-01-22 09:43:00,2024-01-22 09:43:00,Available,
zcrm_5861855000006000001,zcrm_5861855000000432001,Voice_Note_2024-01-22-19-21,Voice Note has been attached,zcrm_5861855000005999004,Contacts,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-01-22 19:21:38,2024-01-22 19:21:38,Available,
zcrm_5861855000006032003,zcrm_5861855000004627001,,"FALTA LA FECHA DE NACIMIENTO DEL DEPENDE Y RELACION
Y PREGUNTAR SI SE PRESENTARAN DE MANERA INDIVIDUAL O CASADO
CLIENTE: KATHERIN JIMENEZ GUARDADO",zcrm_5861855000006030012,CustomModule17,zcrm_5861855000004627001,zcrm_5861855000004627001,2024-01-23 05:08:17,2024-01-23 05:09:15,Available,
zcrm_5861855000006279033,zcrm_5861855000000432001,,"Cient had a partnership in SD. The business was registered with the state, but no members listed. There were two partners, need to create a 1065 and provide the two k1s for each partner, need to start on a pnl. Need questionnaire and inlcude sales tax questions, pnl recoreds, ect. May 2023 - Dec. 2023",zcrm_5861855000006279003,Accounts,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-01-27 04:22:34,2024-01-27 04:22:34,Available,
zcrm_5861855000006297001,zcrm_5861855000001909384,Wants info about taxes,"Dennis called at 12:32 pm. Asking for Cody. 
Took message with cell number and email. 
Wants to know what she needs and how much approximately would the cost be to do her 2022 taxes ONLY! 

Waiting on input from Cody to schedule appointment for a consult. 


By: Vianey
01/27/24 1:28pm",zcrm_5861855000006272007,Calls,zcrm_5861855000001909384,zcrm_5861855000001909384,2024-01-27 13:28:22,2024-01-27 13:28:22,Available,
zcrm_5861855000006305003,zcrm_5861855000000432001,,"¡Hola! ?

Acabamos de completar el estimado para la declaración de impuestos de Sochi con los dos trabajos W-2 que tuvo. Sus ingresos totales fueron aproximadamente $22,000, y pagó $1,110 en impuestos. Su impuesto antes de créditos fue de $89. Los créditos por hijo aplicados fueron $89, dejando su impuesto después de créditos en cero. Por lo tanto, recibirá un reembolso federal de $738. Además, recibirá un reembolso estatal de $325. 

Este es solo un estimado y no la declaración final. Con tu aprobación, procederemos a finalizar la declaración.

Por favor, firma abajo para aprobar:

____________________________
Nombre y Apellido

¡Muchas gracias! ??
- Equipo SRV",zcrm_5861855000006298001,CustomModule17,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-01-27 13:41:03,2024-01-27 13:41:03,Available,
zcrm_5861855000006426057,zcrm_5861855000001909384,,"Prefers to be contacted via text message or call any day after 4:30 pm.
Agreement signed by both, Mr. Lozano and Mrs. Perez.
Paid service. 
Receipt should be e-mailed to Mr. Lozano.

Couple filing taxes for the year 2022. 
Mr. Lozano mentioned that he like to see the outcome of the for taxes to decide whether he'd be filling taxes 2023.

By: Vianey
1/30/24    6:05 am",zcrm_5861855000006379014,Contacts,zcrm_5861855000001909384,zcrm_5861855000001909384,2024-01-30 06:05:36,2024-01-30 06:05:36,Available,
zcrm_5861855000006615217,zcrm_5861855000000432001,,Checking is better to place dependents on which parent per request.,zcrm_5861855000005946025,CustomModule17,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-01 11:40:47,2024-02-01 11:40:47,Available,
zcrm_5861855000006623051,zcrm_5861855000000432001,,Input in the system.,zcrm_5861855000005946025,CustomModule17,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-01 11:51:05,2024-02-01 11:51:05,Available,
zcrm_5861855000006645024,zcrm_5861855000000432001,,38-4126428,zcrm_5861855000000540547,Accounts,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-01 17:38:40,2024-02-01 17:38:40,Available,
zcrm_5861855000006658010,zcrm_5861855000000432001,,Stopped by for a print.,zcrm_5861855000006658004,Contacts,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-01 19:30:47,2024-02-01 19:30:47,Available,
zcrm_5861855000006658016,zcrm_5861855000000432001,,"Moises Ramirez
+1 3173452557

Search in current conversation
Hola Moisés, tenemos una llamada perdida tuya. En qué le podemos ayudar amigo?

Sent By: Cody
2024-02-01 14:17
Lamentamos los inconvenientes respecto a sus citas consulares de febrero 2023. Debido a cambios en nuestro sistema, no podemos acceder a registros archivados para verificar su caso, lo que nos impide ofrecer un reembolso. Sin embargo, queremos rectificar esto priorizando su cita. Usted está primero en nuestra lista actual.

La disponibilidad en Indianápolis es limitada, con cupos llenándose rápidamente cada mes. Si considera la opción de Chicago, podemos facilitar una cita allí más prontamente.

Por favor, indíquenos cómo desea proceder y haremos todo lo posible por acomodarlo. Estamos aquí para ayudar y asegurar que reciba el servicio que necesita.

Atentamente, Cody Rice-Velasquez, CEO

Sent By: Cody
2024-02-01 19:34",zcrm_5861855000000854281,Contacts,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-01 19:35:49,2024-02-01 19:35:49,Available,
zcrm_5861855000006717002,zcrm_5861855000004627001,,llamo para preguntar sobre lo del rembolso de sus taxes que por que dice que los hizo desde septiembre que si le podrian dar imformacion febrero 2,zcrm_5861855000000835785,Contacts,zcrm_5861855000004627001,zcrm_5861855000004627001,2024-02-02 16:46:44,2024-02-02 16:46:44,Available,
zcrm_5861855000006747002,zcrm_5861855000001909384,,"Si tiene dependientes puede tardar hasta 45 días si fue enviado electrónicamente, pero si los hizo en diciembre el portal estaba cerrado aun, entonces probablemente los mandaría por correo? Y si fue asi, tardaran unos meses aproximadamente, a veces más tiempo despues de que los procesan.

Sent by: Cody thru cliq
Proofread and added by: Vianey",zcrm_5861855000000835785,Contacts,zcrm_5861855000001909384,zcrm_5861855000001909384,2024-02-03 06:04:49,2024-02-03 06:04:49,Available,
zcrm_5861855000006770003,zcrm_5861855000000432001,,called customer to remind them to have damaris sign the return as it is still not signed. sent other reminders as well.,zcrm_5861855000006554003,CustomModule17,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-03 13:10:55,2024-02-03 13:10:55,Available,
zcrm_5861855000006770013,zcrm_5861855000000432001,,Client had us assist in paying tax bill for indiana as well.,zcrm_5861855000006756011,CustomModule17,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-03 13:16:11,2024-02-03 13:16:11,Available,
zcrm_5861855000006780794,zcrm_5861855000000432001,,NA,zcrm_5861855000006780042,CustomModule17,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-03 18:23:16,2024-02-03 18:23:16,Available,
zcrm_5861855000006780832,zcrm_5861855000000432001,,READY,zcrm_5861855000006780042,CustomModule17,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-03 18:23:36,2024-02-03 18:23:36,Available,
zcrm_5861855000006781019,zcrm_5861855000001909384,,"Refund made with check, handed directly to client.",zcrm_5861855000003821009,Contacts,zcrm_5861855000001909384,zcrm_5861855000001909384,2024-02-03 16:46:04,2024-02-03 16:46:04,Available,
zcrm_5861855000006795003,zcrm_5861855000000432001,,"I CANNOT FIND HIS ITIN OR HIS EIN, I KNOW WE GOT HIS ITN AND I THINK I JUST GAVE IT TO THEM WITHOUT SCANNING IT CAUSE I HAVE HIS EIN APP, WE SHOULD JUST RESEND THE EIN APP AGAIN.",zcrm_5861855000001166001,Tasks,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-03 19:55:19,2024-02-03 19:55:19,Available,
zcrm_5861855000006796001,zcrm_5861855000001909384,,Isn't it the one i have. The one i put on hold?,zcrm_5861855000001166001,Tasks,zcrm_5861855000001909384,zcrm_5861855000001909384,2024-02-03 19:59:04,2024-02-03 19:59:04,Available,
zcrm_5861855000006803001,zcrm_5861855000000432001,Return Done for 2023,I believe i told the client I would be doing the return for free.,zcrm_5861855000000546229,Contacts,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-04 06:40:39,2024-02-04 06:40:39,Available,
zcrm_5861855000006810001,zcrm_5861855000000432001,,SIGNED,zcrm_5861855000006648001,CustomModule17,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-04 15:03:35,2024-02-04 15:03:35,Available,
zcrm_5861855000006814002,zcrm_5861855000000432001,,DONE,zcrm_5861855000006648001,CustomModule17,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-04 15:28:59,2024-02-04 15:28:59,Available,
zcrm_5861855000006826135,zcrm_5861855000000432001,,CONFIRMED,zcrm_5861855000006800005,CustomModule17,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-05 02:33:48,2024-02-05 02:33:48,Available,
zcrm_5861855000006830002,zcrm_5861855000000432001,,The tax documents that were recorded the offers I placed them in the mail you'll receive them into the MAIL,zcrm_5861855000006379014,Contacts,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-05 14:38:22,2024-02-05 14:38:22,Available,
zcrm_5861855000006836002,zcrm_5861855000000432001,,"Brayan Emilio Funes Funes
+1 4632408598

Search in current conversation
Sure, here is your message translated into Spanish:

""Claro, enviaré este mensaje discretamente y procederé a enviar los documentos que faltaban mediante mensaje de texto para simplificar el proceso. Así que estaré esperando esos formularios. Muchas gracias por tu paciencia, los enviaremos lo antes posible. Gracias.""

Sent By: Cody
2024-02-05 17:21",zcrm_5861855000004943044,Contacts,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-05 17:21:38,2024-02-05 17:21:38,Available,
zcrm_5861855000006836008,zcrm_5861855000000432001,,Phoenix stop by we installed zoho books onto her phone we're going to use that to manage her sales tax and other information for her tax return it is the free version currently but we do have access to the standard version for the next 30 days so we're going to take advantage of that um their password for books is phoenix which is capital F EN I double X 2024 exclamation and the total amount for taxes for this last period was $537.14 for gross sales we're going to use that amount in order to process our sales tax return,zcrm_5861855000000540468,Accounts,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-05 17:23:32,2024-02-05 17:23:32,Available,
zcrm_5861855000006923005,zcrm_5861855000000432001,,"Sticky note from Fennix: 

Fenixx2024!
8.6.7.8341
537.14
0-5
0-4
0-1",zcrm_5861855000000540468,Accounts,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-07 19:29:15,2024-02-07 19:29:15,Available,
zcrm_5861855000006945014,zcrm_5861855000001909384,,"Sent general info and some papers to email. 
Appointment for Monday Feb. 12, 2024 at 1 pm.
Mentioned last year tax season he payed around 4,600 (forms and other docs filled in other agency sent as well) , will like to know what he can do to lower tha amount.


By: Vianey
2/8/24   2:15 am",zcrm_5861855000006945001,Contacts,zcrm_5861855000001909384,zcrm_5861855000001909384,2024-02-08 02:18:49,2024-02-08 02:18:49,Available,
zcrm_5861855000006998003,zcrm_5861855000000432001,,"CREATED LETTER WITH SIC DOES AND NAICS CODES TO THE CLIENT IF NEEDED, SEE ATTACHED.",zcrm_5861855000006722040,Accounts,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-08 16:47:51,2024-02-08 16:47:51,Available,
zcrm_5861855000006998013,zcrm_5861855000000432001,,APPLIED FOR EIN SEE ATTACHED.,zcrm_5861855000006722040,Accounts,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-08 16:48:11,2024-02-08 16:48:11,Available,
zcrm_5861855000006998025,zcrm_5861855000000432001,,UPDATED ARTICLES OF INCORPORATION.,zcrm_5861855000006722040,Accounts,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-08 16:48:30,2024-02-08 16:48:30,Available,
zcrm_5861855000007091008,zcrm_5861855000004627001,,"Business Name:	P & H PAINTING AND REMODELING LLC	Business ID:	202203071572332
Entity Type:	Domestic Limited Liability Company	Business Status:	Active
Creation Date:	03/07/2022	Inactive Date:	
Principal Office Address:	4431 Eagle Creek Pkwy, 206, Indianapolis, IN, 46254, USA	Expiration Date:	Perpetual
Jurisdiction of Formation:	Indiana	Business Entity Report Due Date:	03/31/2024
 	 	Years Due:	2024/2025
Governing Person Information
Title	Name	Address
Member	Nury Paola Ivanez Moreno	4431 Eagle Creek Pkwy Apt 206, Indianapolis, IN, 46254, USA
Page 1 of 1, records 1 to 1 of 1
Registered Agent Information
Type:	Business Commercial Registered Agent
Name:	CJ RICE & COMPANIES LLC
Address:	3585 Commercial Dr Ste 730, Indianapolis, IN, 46222, USA",zcrm_5861855000007060090,Accounts,zcrm_5861855000004627001,zcrm_5861855000004627001,2024-02-09 15:51:18,2024-02-09 15:51:18,Available,
zcrm_5861855000007100063,zcrm_5861855000001909384,,"Still waiting on ID. 
Engagement letter signed.
File started and saved in Ultimate Tax.",zcrm_5861855000006945023,CustomModule17,zcrm_5861855000001909384,zcrm_5861855000001909384,2024-02-09 17:50:34,2024-02-09 17:50:34,Available,
zcrm_5861855000007100094,zcrm_5861855000001909384,,"I've been in communication with the clients wife. I mentioned via e-mail there is still an invoice open that needs to be fully covered to be able to deliver EIN (it has been submitted in the INBIZ but not yet faxed).
Also gave her an update on the situation with the Ford agency and proposed (per Cody's advice) they pay BMV tax fees to be able to proceed with the final stage of service. Client responded and said they'll stop by this weekend to cover tax fees.

Side note: Emails will be attached to clients contact file

By: Vianey
2/9/24   5:58 pm",zcrm_5861855000005013013,Contacts,zcrm_5861855000001909384,zcrm_5861855000001909384,2024-02-09 17:58:32,2024-02-09 17:58:32,Available,
zcrm_5861855000007121003,zcrm_5861855000000432001,Zoho SalesIQ chat with SRV_Fox,Visit ID : 23 Question : cuales son las horas de operacion,zcrm_5861855000000854174,Contacts,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-11 01:06:42,2024-02-11 01:06:42,Available,
zcrm_5861855000007145649,zcrm_5861855000000432001,,CONFIRMED ENGAGEMENT PER CHARLY.,zcrm_5861855000007145002,CustomModule17,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-10 14:49:06,2024-02-10 14:49:06,Available,
zcrm_5861855000007146003,zcrm_5861855000000432001,,CLIENT PAID ONLY $150,zcrm_5861855000007145002,CustomModule17,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-10 14:13:43,2024-02-10 14:13:43,Available,
zcrm_5861855000007176001,zcrm_5861855000000432001,,I think it’s the one I have and I’m queued up to finish it.,zcrm_5861855000001166001,Tasks,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-10 20:49:52,2024-02-10 20:49:52,Available,
zcrm_5861855000007290003,zcrm_5861855000000432001,,RETURN ENTTRY WAS FOR REVIEW ONLY.,zcrm_5861855000007279067,CustomModule17,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-12 15:21:42,2024-02-12 15:21:42,Available,
zcrm_5861855000007382003,zcrm_5861855000000432001,,"2/14/2024	671-52-2719	Miranda Gallardo, F	Federal	$1,476.00	Accepted	 	PIN	None	 	35488920240453000180	Thank you for using e-File.",zcrm_5861855000006800005,CustomModule17,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-14 16:08:49,2024-02-14 16:08:49,Available,
zcrm_5861855000007600003,zcrm_5861855000000432001,,Not desire to work with client closing out task.,zcrm_5861855000004486006,Tasks,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-18 19:16:25,2024-02-18 19:16:25,Available,
zcrm_5861855000007600008,zcrm_5861855000000432001,,Cancelled,zcrm_5861855000003189006,Tasks,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-18 19:19:17,2024-02-18 19:19:17,Available,
zcrm_5861855000007600013,zcrm_5861855000000432001,,Cancelled,zcrm_5861855000003189001,Tasks,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-18 19:19:27,2024-02-18 19:19:27,Available,
zcrm_5861855000007600018,zcrm_5861855000000432001,,Cancelled,zcrm_5861855000003188006,Tasks,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-18 19:19:36,2024-02-18 19:19:36,Available,
zcrm_5861855000007600023,zcrm_5861855000000432001,,Cancelled,zcrm_5861855000003184012,Tasks,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-18 19:19:45,2024-02-18 19:19:45,Available,
zcrm_5861855000007610003,zcrm_5861855000004627001,,FALTA LA IMFORMACION DE DEPOSITO DIRECTO,zcrm_5861855000008154098,CustomModule17,zcrm_5861855000004627001,zcrm_5861855000004627001,2024-02-18 22:01:07,2024-02-18 22:01:07,Available,
zcrm_5861855000007610008,zcrm_5861855000004627001,,"FALTA
-SSN OR ITIN
-FECHA DE NACIMIENTO
-IMFORMACION PARA REMBOLSO 
-CORREO ELECTRONICO
-NUMERO DE TELEFONO",zcrm_5861855000007609054,CustomModule17,zcrm_5861855000004627001,zcrm_5861855000004627001,2024-02-18 23:01:29,2024-02-18 23:01:29,Available,
zcrm_5861855000007781001,zcrm_5861855000004627001,,Los tienes arriba?,zcrm_5861855000007604013,Tasks,zcrm_5861855000004627001,zcrm_5861855000004627001,2024-02-21 21:04:01,2024-02-21 21:04:01,Available,
zcrm_5861855000007787011,zcrm_5861855000001909384,,"EIN was unclear of filing date per documents found in workdrive. 
Conclusion: Leave on hold meanwhile and we were to get back to it. 

By: Vianey
2/21/24     9:58pm",zcrm_5861855000004793018,Contacts,zcrm_5861855000001909384,zcrm_5861855000001909384,2024-02-21 21:56:42,2024-02-21 21:56:42,Available,
zcrm_5861855000007831003,zcrm_5861855000000432001,,Sent message to mother to get the email address so he can sign. ',zcrm_5861855000007609054,CustomModule17,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-22 14:47:19,2024-02-22 14:47:19,Available,
zcrm_5861855000007839043,zcrm_5861855000000432001,,"5:11PM
COMPANY WORK 1099
PNL FOR A SELFEMPLOYMENT
IT IS CLOSED ADMIN
NEED TO RENEW
HAS CONTRACTORS WILL NEED TO FILE 1099S


$100 THEN $20 PER FORM
1-5
1099S
1. NOMBRE COMPLETO
2. ITIN/SSN/FEDERAL
3. ADDRESS


BUSINESS
CHECK REGISTRATION
ALL BUSINESS TAXES ARE UP TO DATE SO WE COULD REOPEN IT.",zcrm_5861855000007839004,Contacts,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-22 18:02:51,2024-02-22 18:02:51,Available,
zcrm_5861855000007843001,zcrm_5861855000000432001,Zoho SalesIQ chat with SRV_Fox,Visit ID : 24 Question : AGENTE,zcrm_5861855000007841001,Contacts,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-22 18:09:52,2024-02-22 18:09:52,Available,
zcrm_5861855000007918001,zcrm_5861855000004627001,Vino a su appointment,Vino hoy a su appointment dijo que si le podrias llamar para hablar cuando pueden verse para hacer sus taxes,zcrm_5861855000002928021,Accounts,zcrm_5861855000004627001,zcrm_5861855000004627001,2024-02-23 21:28:28,2024-02-23 21:28:28,Available,
zcrm_5861855000007919001,zcrm_5861855000004627001,Fue amadeo hoy a su cita,"Fue hoy a su cita para sus taxes y el stiker 
Le dije que si podia dejar sus formas para yo poderlas empezar y que para que ya que estubieran listas tu le llamaras para revisarlas pero me dijo que el nunca te da nada dice que tu sacas sus w2 y eso asi que ps ya no pude hacer mas ahi dijo nomas que te comunicaras con el cuando puedas",zcrm_5861855000000544254,Contacts,zcrm_5861855000004627001,zcrm_5861855000004627001,2024-02-23 21:32:36,2024-02-23 21:32:36,Available,
zcrm_5861855000007921001,zcrm_5861855000004627001,,y quien es su mama?,zcrm_5861855000007609054,CustomModule17,zcrm_5861855000004627001,zcrm_5861855000004627001,2024-02-24 00:40:23,2024-02-24 00:40:23,Available,
zcrm_5861855000007960001,zcrm_5861855000000432001,,crm[user#5861855000004627001#833017190]crm Guadalupe Quevedo,zcrm_5861855000007609054,CustomModule17,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-25 08:26:41,2024-02-25 08:26:41,Available,
zcrm_5861855000007961001,zcrm_5861855000000432001,,Gracias,zcrm_5861855000000544254,Contacts,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-25 08:27:11,2024-02-25 08:27:11,Available,
zcrm_5861855000007966001,zcrm_5861855000004627001,Revision final de taxes,"Revisar que si este bien llenado los taxes para 
Ver que este bien",zcrm_5861855000007921012,CustomModule17,zcrm_5861855000004627001,zcrm_5861855000004627001,2024-02-25 10:48:31,2024-02-25 10:48:31,Available,
zcrm_5861855000008159001,zcrm_5861855000004627001,,"Llamarle para pedirle el curp 
Y nombre de los padres
Para buscarle cita para pasaporte en consulado mexicano que sea en el de Indianápolis
El ya tiene pagado el servicio desde hace 1 mes mas o menos",zcrm_5861855000007972006,Contacts,zcrm_5861855000004627001,zcrm_5861855000004627001,2024-02-27 17:58:33,2024-02-27 17:58:33,Available,
zcrm_5861855000008160001,zcrm_5861855000004627001,,Checar que los ahiga llenado bien por fa,zcrm_5861855000007921012,CustomModule17,zcrm_5861855000004627001,zcrm_5861855000004627001,2024-02-27 17:59:29,2024-02-27 17:59:29,Available,
zcrm_5861855000008160006,zcrm_5861855000004627001,,Esa es la forma que faltaba que te habia comentado que tenia la foto en el cel,zcrm_5861855000000835637,Contacts,zcrm_5861855000004627001,zcrm_5861855000004627001,2024-02-27 18:06:03,2024-02-27 18:06:03,Available,
zcrm_5861855000008191003,zcrm_5861855000000432001,,"Asunto: Acción Inmediata Requerida - Situación Crítica de Operaciones

Estimados socios,

Me veo en la necesidad de ser directo: nuestra incapacidad colectiva para manejar tareas esenciales está empujando al negocio al borde del cierre. Mi decisión de prepararnos para el cierre no es precipitada; es una respuesta a nuestra realidad operativa.

El caso SRVTX_2023037 subraya esta urgencia. Falta información crítica, no se ha confirmado el pago y nuestro seguimiento con el cliente es inexistente. Esta no es solo una falla aislada; es un reflejo de cómo nuestras operaciones están fallando en general.

Exijo que uno de ustedes se haga cargo inmediatamente para:

1. **Recopilar toda la información faltante.**
2. **Verificar y confirmar que el pago se ha realizado y registrado correctamente en el sistema.**

Es imperativo entender que sin adherirnos estrictamente a nuestros procesos, no hay esperanza para el futuro de nuestro negocio. Ya no estoy dispuesto a pasar por alto estas deficiencias. Somos adultos responsables, y es hora de actuar como tales.

Espero acciones concretas y resultados antes del viernes por la tarde. No hay margen para más excusas.

Con un llamado urgente a la responsabilidad,",zcrm_5861855000007539004,CustomModule17,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-28 05:57:15,2024-02-28 05:57:15,Available,
zcrm_5861855000008238003,zcrm_5861855000004627001,,YA PAGO 100 LE QUEDA UN BALANCE DE 70 DOLARES,zcrm_5861855000008237001,CustomModule17,zcrm_5861855000004627001,zcrm_5861855000004627001,2024-02-28 20:11:09,2024-02-28 20:11:09,Available,
zcrm_5861855000008260003,zcrm_5861855000000432001,,"XXX-XX-0573	MENDOZA VELSQUZ	F	 	
US

R0000-500-01

'PrimarySSN' and 'PrimaryNameControlTxt' in the Return Header must match the e-File database.

/efile:Return/efile:ReturnHeader/efile:Filer/efile:PrimarySSN

Value: 023530573

R0000-503-02

Spouse SSN and Spouse Name Control in the return must match the e-File database.

/efile:Return/efile:ReturnHeader/efile:Filer/efile:SpouseSSN

Value: 057657164

R0000-503-02

Spouse SSN and Spouse Name Control in the return must match the e-File database.

/efile:Return/efile:ReturnHeader/efile:Filer/efile:SpouseSSN

Value: 057657164",zcrm_5861855000006756011,CustomModule17,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-29 01:13:30,2024-02-29 01:13:30,Available,
zcrm_5861855000008260008,zcrm_5861855000000432001,,"To adhere to the IRS's 35-character limit for the combined name in e-filing, we'll follow the specified priority for abbreviating the names given in your example: [FRANCISCO MENDOZA VELASQUEZ & JOHANA CASTILLO CASTILLO]. Here's how we can abbreviate the names step by step:

1. **Delete the spouse's middle initial**: There are no middle initials given, so we move to the next step.
2. **Delete the taxpayer's middle initial**: No middle initials to remove, proceeding.
3. **Use initials only for the spouse's first name**: This changes ""JOHANA"" to ""J"".
4. **Use initials only for the taxpayer's first name**: This changes ""FRANCISCO"" to ""F"".
5. **Abbreviate the spouse's last name by removing the vowels, starting with vowels at the end of the last name**: For ""CASTILLO CASTILLO"", we might not need to do this given the length constraint, but we'll see if it's necessary after evaluating the current length.
6. **Abbreviate the taxpayer's last name by removing vowels, starting with vowels at the end of the last name**: This step will be considered for ""MENDOZA VELASQUEZ"" if needed.

Let's calculate the length after applying steps 3 and 4 to determine if further abbreviation is necessary.

After using initials for the first names, the combined name is ""F MENDOZA VELASQUEZ & J CASTILLO CASTILLO,"" which totals 41 characters. Since this exceeds the 35-character limit, we need to abbreviate further. 

Next steps according to the IRS priority:

5. **Abbreviate the spouse's last name by removing the vowels, starting with vowels at the end of the last name**: Since the spouse's name is longer, we'll start abbreviating ""CASTILLO CASTILLO"".
6. **If necessary, abbreviate the taxpayer's last name by removing vowels, starting from the end**: We'll proceed to this step only if step 5 doesn't bring us under the limit.

Let's start with step 5 and check if we need to proceed to step 6.

After abbreviating according to the IRS priority, the combined name for e-filing is ""F MENDOZ VLSQZ & J CASTILL CSTLL,"" which totals 32 characters. This meets the IRS's 35-character limit for e-filing names.

Would you like assistance with any other queries or need further clarification on this?",zcrm_5861855000006756011,CustomModule17,zcrm_5861855000000432001,zcrm_5861855000000432001,2024-02-29 01:22:33,2024-02-29 01:22:33,Available,
